인증구분,인증번호,기업명,인증의 범위,유효기간
ISMS,ISMS-KISA-2024-088,주식회사 골든퓨쳐스,가상자산 거래소 서비스(빗크몬) 운영,2024-08-21~2027-08-20
ISMS,ISMS-KISA-2024-087,(주) 이롬넷,전자지급결제대행(PG) 서비스 운영,2024-08-21~2027-08-20
ISMS,ISMS-KISA-2024-086,웹투어(주),인터넷 예약 서비스 운영,2024-08-21~2027-08-20
ISMS,ISMS-KISA-2024-085,주식회사 드림에이지,온라인 및 모바일 게임 서비스 운영(심사받지 않은 물리적 인프라 제외),2024-08-21~2027-08-20
ISMS,ISMS-KISA-2024-084,오스템임플란트 주식회사,"대표홈페이지 및 덴올 서비스(TV, Mall, Job) 운영",2024-08-21~2027-08-20
ISMS,ISMS-KISA-2024-083,크리스챤디올꾸뛰르코리아(주),온라인쇼핑몰 서비스 운영(디올닷컴/패션)(심사를 받지 않은 물리적 인프라 및 SaaS서비스 인프라 영역 제외),2024-08-21~2027-08-20
ISMS,ISMS-KISA-2024-082,하이퍼커넥트 유한책임회사,아자르 서비스 및 대고객 홈페이지 운영(심사받지 않은 물리적 인프라 제외),2024-08-21~2027-08-20
ISMS-P,ISMS-P-KISA-2024-026,(주)리멤버앤컴퍼니,리멤버 서비스 운영,2024-08-07~2027-08-06
ISMS-P,ISMS-P-KISA-2024-025,농림수산식품교육문화정보원,농정 빅데이터 플랫폼 서비스,2024-08-07~2027-08-06
ISMS-P,ISMS-P-KISA-2024-024,부산항만공사,대표 홈페이지,2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-081,주식회사 코드박스,주주서비스 운영,2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-080,주식회사 에쓰핀테크놀로지,에쓰핀테크놀로지 MSP 서비스,2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-079,지머니트랜스 주식회사,지머니트랜스 금융 플랫폼 서비스 운영,2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-078,한국맥도날드(유),"대외 서비스(홈페이지, 맥딜리버리, 채용, VOC, 쿠폰앱)(심사받지 않은 물리적 인프라 영역 제외)",2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-077,에스더포뮬러 주식회사,온라인 쇼핑몰 운영(에스더몰),2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-076,씨제이올리브네트웍스 주식회사,"온라인 서비스(CJ올리브네트웍스 대표홈페이지, AI센터 홈페이지, 허브팟, CJ ONE, CJ PAY, 온라인PG, 슈가페이, 워니버스, 모바일메시징, 크루비, API PLEX, 워크스캔, CGV티켓예매, O’Cloud) 및 IDC센터 인프라 운영",2024-08-07~2027-08-06
ISMS,ISMS-KISA-2024-075,(주)현대그린푸드,"현대그린푸드 통합포털서비스(HWIS, H-Cafeteria, Greating-x, 배송 및 물류재고 관리시스템)",2024-08-07~2027-08-06
ISMS-P,ISMS-P-FSI-2024-011,비씨카드(주),"카드서비스 및 온라인서비스(바로카드, 홈페이지 및 페이북, 금융서비스)",2024-07-30~2027-07-29
ISMS-P,ISMS-P-FSI-2024-010,KB국민카드,마이데이터 서비스(심사받지 않은 물리적 인프라 제외),2024-07-30~2027-07-29
ISMS,ISMS-FSI-2024-003,헥토파이낸셜,"전자금융서비스 및 부가서비스(010PAY, 쿠폰발행서비스)(심사받지 않은 물리적 인프라 제외)",2024-07-30~2027-07-29
ISMS,ISMS-KISA-2024-074,(주)야나두,"온라인 콘텐츠 운영(야나두영어, 야나두영어b2b, 틈새단어, 야나두키즈, 무브셀렉트, 야핏사이클, 야핏무브)",2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-073,(주)엔에이치엔벅스,"인터넷 음악 및 커뮤니티 서비스 운영(벅스, 세이클럽)",2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-072,(주)에스앤아이코퍼레이션,"B2B/B2C 대외 운영 서비스(홈페이지, atG, 통근버스, 샌디앱)",2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-071,(주)대상다이브스,온라인 쇼핑몰 서비스 운영(CNTMART),2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-070,파고다에스씨에스,"파고다에스씨에스 온라인 서비스 운영 (파고다인강, 파고다원, 파고다주니어, 차이랑중국어, B2B 인터넷강의, 파고다토쿨, 테스트클리닉, 전화/화상 회화 서비스, 파고다북)",2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-069,주식회사 에프엠제이인터내셔날,"온라인 쇼핑몰 운영(페플, WVPROJECT, jemutshop, chopiee)(정보통신망법 제47조의7에 따른 인증의 특례)",2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-068,(학)호서대학교,"학사정보 서비스, 증명발급 서비스",2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-067,(주)케이지에듀원,KG에듀원 온라인 교육 서비스 운영,2024-07-17~2027-07-16
ISMS,ISMS-KISA-2024-066,주식회사 바바더닷컴,온라인 쇼핑몰 서비스(바바더닷컴)(정보통신망법 제47조의7에 따른 인증의 특례),2024-07-17~2027-07-16
ISMS-P,ISMS-P-KISA-2024-023,유니브스토어 주식회사,대학생 커머스 플랫폼 운영(에브리유니즈),2024-07-03~2027-07-02
ISMS,ISMS-KISA-2024-065,주식회사 핑거스토리,"웹툰 서비스 운영(무툰, 큐툰)",2024-07-03~2027-07-02
ISMS,ISMS-KISA-2024-064,콘텐츠웨이브 주식회사,"wavve OTT(영화, 비디오물 및 방송프로그램 배급) 서비스",2024-07-03~2027-07-02
ISMS,ISMS-KISA-2024-063,부릉,VROONG 서비스 운영,2024-07-03~2027-07-02
ISMS,ISMS-KISA-2024-062,주식회사 시선인터내셔널,온라인 쇼핑몰 서비스 운영,2024-07-03~2027-07-02
ISMS,ISMS-KISA-2024-061,(주)엘레파츠,인터넷 쇼핑몰 서비스 운영(정보통신망법 제47조의7에 따른 인증의 특례),2024-07-03~2027-07-02
ISMS,ISMS-KISA-2024-060,주식회사 이스틸포유,철강 전자상거래 서비스(이스틸포유) 운영,2024-07-03~2027-07-02
ISMS-P,ISMS-P-FSI-2024-009,삼성카드주식회사,마이데이터,2024-06-25~2027-06-24
ISMS-P,ISMS-P-FSI-2024-008,삼성카드주식회사,"카드결제 및 Lifecare서비스(쇼핑, 웨딩, 여행, 보험TM)(심사받지 않은 물리적 인프라 제외)",2024-06-25~2027-06-24
ISMS-P,ISMS-P-FSI-2024-007,토스뱅크 주식회사,"인터넷뱅킹 서비스(웹, 모바일)(심사받지 않은 물리적 인프라 제외)",2024-06-25~2027-06-24
ISMS-P,ISMS-P-KISA-2024-022,(주)그린카,"그린카 서비스 (카셰어링, 세차클링, 무버스)",2024-06-19~2027-06-18
ISMS-P,ISMS-P-KISA-2024-021,디지털서울문화예술대학교,원격교육시스템 운영,2024-06-19~2027-06-18
ISMS,ISMS-KISA-2024-059,(주)커넥트웨이브,온라인 쇼핑몰 서비스 운영 및 도메인 등록 서비스 (쇼핑몰 구축 및 보안존 운영),2024-06-19~2027-06-18
ISMS,ISMS-KISA-2024-058,농협경제지주 주식회사,농협몰 온라인 서비스 운영,2024-06-19~2027-06-18
ISMS,ISMS-KISA-2024-057,(주)리치몬트코리아,온라인 쇼핑몰 서비스 운영(심사받지 않은 물리적 인프라 제외),2024-06-19~2027-06-18
ISMS,ISMS-KISA-2024-056,주식회사 티앤케이팩토리,"온라인 광고 플랫폼 서비스, 쇼핑몰서비스(티앤픽), 소통서비스, 게임 퍼블리싱",2024-06-19~2027-06-18
ISMS,ISMS-KISA-2024-055,주식회사 초록마을,온라인 쇼핑몰 운영(초록마을),2024-06-19~2027-06-18
ISMS-P,ISMS-P-KISA-2024-020,비누랩스 주식회사 (Vinu Labs Inc.),대학생활 플랫폼 운영(에브리타임),2024-06-05~2027-06-04
ISMS,ISMS-KISA-2024-054,(주)커넥트웨이브,온라인 서비스 운영(다나와),2024-06-05~2027-06-04
ISMS,ISMS-KISA-2024-053,네슬레코리아 유한책임회사,고객 서비스 쇼핑몰 웹사이트 및 대표 홈페이지(심사받지 않은 물리적 인프라 제외),2024-06-05~2027-06-04
ISMS,ISMS-KISA-2024-052,엠더블유홀딩스(주),딜팡 온라인 서비스 운영(정보통신망법 제47조의7에 따른 인증의 특례),2024-06-05~2027-06-04
ISMS,ISMS-KISA-2024-051,이스타항공 주식회사,인터넷 항공권 예약 발권 및 고객 서비스 운영,2024-06-05~2027-06-04
ISMS,ISMS-KISA-2024-050,마이크로소프트5673코리아 유한책임회사,마이크로소프트 한국 데이터센터(IDC)의 운영,2024-06-05~2027-06-04
ISMS-P,ISMS-P-FSI-2024-006,하나은행,하나인증서 서비스(전자서명인증 및 본인확인),2024-05-28~2027-05-27
ISMS-P,ISMS-P-FSI-2024-005,케이뱅크,전자금융서비스(모바일) 및 홈페이지(심사받지 않은 물리적 인프라 제외),2024-05-28~2027-05-27
ISMS-P,ISMS-P-FSI-2024-004,신한카드,"대고객 서비스(신용카드, 홈페이지 및 전자금융서비스 등)(심사받지 않은 물리적 인프라 제외)",2024-05-28~2027-05-27
ISMS-P,ISMS-P-FSI-2024-003,신한은행,"인터넷뱅킹 서비스(웹, 모바일)(심사받지 않은 물리적 인프라 제외)",2024-05-28~2027-05-27
ISMS,ISMS-FSI-2024-002,신한은행,"금고시스템 및 신한금융그룹 전산센터(죽전, 일산) 운영",2024-05-28~2027-05-27
ISMS-P,ISMS-P-KISA-2024-019,주식회사 당근마켓,당근 하이퍼로컬 서비스 운영(심사 받지 않은 물리적 인프라 제외),2024-05-16~2027-05-15
ISMS,ISMS-KISA-2024-049,주식회사 레진엔터테인먼트,인터넷 웹툰 서비스 운영(심사 받지 않은 물리적 인프라 제외),2024-05-16~2027-05-15
ISMS,ISMS-KISA-2024-048,주식회사 키다리스튜디오,인터넷 웹툰 서비스 운영(심사 받지 않은 물리적 인프라 제외),2024-05-16~2027-05-15
ISMS,ISMS-KISA-2024-047,뉴스킨 코리아 (주),뉴스킨 온라인 쇼핑몰 및 대외 서비스 운영,2024-05-16~2027-05-15
ISMS-P,ISMS-P-KISA-2024-018,주식회사 즐거운,"쿠폰 판매 서비스 운영(오피스콘, 스마일콘)",2024-05-02~2027-05-01
ISMS-P,ISMS-P-KISA-2024-017,(주)모두싸인,모두싸인 전자계약 서비스,2024-05-02~2027-05-01
ISMS-P,ISMS-P-KISA-2024-016,(주)이마트,이마트 정보시스템 및 홈페이지 서비스 운영,2024-05-02~2027-05-01
ISMS-P,ISMS-P-KISA-2024-015,티맵모빌리티 주식회사,티맵모빌리티 서비스 운영,2024-05-02~2027-05-01
ISMS-P,ISMS-P-KISA-2024-014,주식회사 에이에이아이헬스케어,헬스케어 상담 서비스(제휴사고객 안내 및 예약 대행),2024-04-17~2027-04-16
ISMS-P,ISMS-P-KISA-2024-013,(주)다우기술,"인인터넷 발송 서비스(뿌리오, 엔팩스, 반값문자, 알뜰문자, 문자매니아, 쿠팝, 비즈메일러), 에스크로서비스(유니크로), 로컬서비스(텔패스, 콜믹스), 헬스케어 서비스(삐약삐약)",2024-04-17~2027-04-16
ISMS-P,ISMS-P-KISA-2024-012,주식회사 현대홈쇼핑,"현대Hmall, 쇼라 서비스 운영",2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-046,엔티티코리아 주식회사,국제 전용회선(Arcstar) 및 인터넷 회선(GIN) 서비스 운영 지원 (심사받지 않은 물리적 인프라 제외),2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-045,울산공업학원울산대학교병원,"울산대학교병원 OCS/EMR, 홈페이지 및 모바일 서비스, CRDW서비스",2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-044,(주)티르티르,"(주)티르티르 건강 미용(Health and Beauty) 온라인 쇼핑몰 서비스(일반 코스메틱, 기능성 화장품)",2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-043,기아 주식회사,대고객 서비스 및 커넥티드카 서비스(CCS) 운영,2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-042,(주)다우기술,"인터넷 발송 서비스(비즈뿌리오, 유핏, 비즈쿠팝), 인터넷 쇼핑몰 관리 서비스(사방넷, 사방넷 풀필먼트), 그룹웨어(다우오피스), IDC 서비스(코로케이션, 호스팅, 클라우드, CDN), 도메인서비스(반값도메인), 채용",2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-041,주식회사 시드물,시드물 온라인 쇼핑몰 운영,2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-040,광동제약 (주),"광동제약 서비스(홈페이지, 삼다수 가정배송, 광동상회, KDShop) 운영",2024-04-17~2027-04-16
ISMS,ISMS-KISA-2024-039,(주)파리크라상,"파리바게뜨 브랜드앱 및 홈페이지(파리바게뜨, 파스쿠찌, B2B상품권)",2024-04-03~2027-04-02
ISMS,ISMS-KISA-2024-038,(주) 핑거,FINGER PG 서비스 운영,2024-04-03~2027-04-02
ISMS,ISMS-KISA-2024-037,한국기술교육대학교,"아우누리(포털, 학사행정, 온라인 교육) 및 홈페이지(대표홈페이지, 능력개발교육원, 직업능력심사평가원, 도서관)",2024-04-03~2027-04-02
ISMS,ISMS-KISA-2024-036,전시몰닷컴 주식회사,온라인 쇼핑몰 운영(뉴퍼마켓)(정보통신망법 제47조의7에 따른 인증의 특례),2024-04-03~2027-04-02
ISMS,ISMS-KISA-2024-035,서울올림픽기념국민체육진흥공단,공단 대외서비스 운영,2024-04-03~2027-04-02
ISMS,ISMS-KISA-2024-034,(주)씨디네트웍스,"씨디네트웍스 서비스(CDN, Object Storage, Co-Location) 인프라 운영(심사받지 않은 물리적 인프라 제외)",2024-04-03~2027-04-02
ISMS,ISMS-KISA-2024-033,유한킴벌리(주),유한킴벌리 온라인 서비스 운영,2024-04-03~2027-04-02
ISMS,ISMS-FSI-2024-001,농협생명보험 주식회사,"대고객 전자금융거래 서비스 운영 (홈페이지, 모바일, 다이렉트)",2024-03-28~2027-03-27
ISMS-P,ISMS-P-KISA-2024-011,그립컴퍼니,"그립 라이브 커머스 서비스 운영(그립 앱, 그립 클라우드)",2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-032,디지털리얼티코리아 유한회사,집적정보통신시설(IDC) 운영,2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-031,경북도청,종합데이터센터 운영,2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-030,한국교육학술정보원,나이스 중앙 운영센터,2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-029,건강보험심사평가원,대표 홈페이지(대국민포털),2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-028,분당서울대학교병원,"의료정보시스템(OCS, EMR) 및 홈페이지 서비스 운영",2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-027,단국대학교의과대학부속병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2024-03-20~2027-03-19
ISMS,ISMS-KISA-2024-026,연세대학교 의료원,"의료정보시스템(EMR, OCS), CDW 및 홈페이지 서비스 운영",2024-03-20~2027-03-19
ISMS-P,ISMS-P-KISA-2024-010,(주)마크로젠,유전체 분석과 임상진단 및 헬스케어 서비스,2024-03-06~2027-03-05
ISMS-P,ISMS-P-KISA-2024-009,한국농업기술진흥원,"한국농업기술진흥원 대표홈페이지, 종합분석검정센터, 기술평가도움시스템, 기술사업화종합정보망, 종자광장 웹서비스 운영",2024-03-06~2027-03-05
ISMS-P,ISMS-P-KISA-2024-008,(주)이나인페이,지불대행서비스,2024-03-06~2027-03-05
ISMS-P,ISMS-P-KISA-2024-007,한국수력원자력(주),"대외 서비스(대표홈페이지, 전자상거래시스템, 통합출입관리시스템)",2024-03-06~2027-03-05
ISMS,ISMS-KISA-2024-025,제주대학교병원,병원정보시스템(EMR) 및 대표홈페이지 서비스 운영,2024-03-06~2027-03-05
ISMS,ISMS-KISA-2024-024,주식회사 인피닛블록,가상자산 커스터디 서비스 운영(심사 받지 않은 물리적 인프라 제외),2024-03-06~2027-03-05
ISMS,ISMS-KISA-2024-023,(주)안랩블록체인컴퍼니,ABC Cloud Wallet 서비스 운영(고시 제18조의2에 따른 예비인증),2024-03-06~2027-03-05
ISMS-P,ISMS-P-KISA-2024-006,웍스피어 유한책임회사,"온라인 리크루팅 서비스(잡코리아, 알바몬, 게임잡, 캠퍼스몬, 채용솔루션)",2024-02-21~2027-02-20
ISMS,ISMS-KISA-2024-022,주식회사 지비시코리아,가상자산 이전 및 가상자산 수탁서비스 (고시 제18조의2에 따른 예비인증),2024-02-21~2027-02-20
ISMS-P,ISMS-P-FSI-2024-002,(주)비바리퍼블리카,토스(Toss) 전자금융서비스 운영(클라우드 서비스 제공자의 책임 영역 제외),2024-02-08~2027-02-07
ISMS-P,ISMS-P-FSI-2024-001,삼성증권 주식회사,"전자금융서비스(트레이딩, 뱅킹, 금융상품, 연금, 종합자산관리, 투자정보)(심사받지 않은 물리적 인프라 제외)",2024-02-08~2027-02-07
ISMS-P,ISMS-P-KISA-2024-005,(주)코리아세븐,코리아세븐 세븐일레븐 홈페이지 및 모바일 앱 서비스,2024-02-07~2027-02-06
ISMS-P,ISMS-P-KISA-2024-004,주식회사 굿닥,굿닥 서비스 플랫폼,2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-021,(주)플레이링스,"모바일 게임 서비스 운영(애니팡 맞고, 포커, 섯다)",2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-020,서울특별시,서울특별시 서울시CCTV안전센터 운영,2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-019,(주)아이스크림에듀,온라인 교육 및 학습 지원 서비스 운영,2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-018,플렉스 주식회사,HR(Human Relations) 플랫폼 서비스 개발 및 운영,2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-017,주식회사 아톰릭스랩,"가상자산 지갑(CS, RS) 서비스(Dekey) (고시 제18조의2에 따른 예비인증)",2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-016,(주)자비스앤빌런즈,"자비스앤빌런즈 온라인 서비스 운영(삼쩜삼, 자비스, 하우머치)",2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-015,(주)에이엠매니지먼트,퀀트나우 서비스 개발 및 운영(비가상자산 분야),2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-014,주식회사 바비톡,바비톡 서비스 운영 (심사받지 않은 물리적 인프라 제외),2024-02-07~2027-02-06
ISMS,ISMS-KISA-2024-013,주식회사 헥토이노베이션,"온라인 서비스 개발 및 운영 (정보도용차단서비스,생활정보서비스,자산관리정보서비스,광고서비스)",2024-02-07~2027-02-06
ISMS-P,ISMS-P-KISA-2024-003,엔에이치엔페이코 주식회사,페이코 생활·금융서비스,2024-01-18~2027-01-17
ISMS,ISMS-KISA-2024-012,프롭티어(주),"공인중개사 업무지원 및 부동산정보 제공 서비스 운영(이실장, 매경매물관리센터, Npage)",2024-01-18~2027-01-17
ISMS,ISMS-KISA-2024-011,주식회사 힐링페이퍼,온라인 서비스 운영(강남언니)(심사받지 않은 물리적 인프라 제외),2024-01-18~2027-01-17
ISMS,ISMS-KISA-2024-010,(주)보난자팩토리,통합 입출금 서비스 및 블록체인 고위험 거래 검증 관련 서비스,2024-01-18~2027-01-17
ISMS,ISMS-KISA-2024-009,엔에이치엔페이코 주식회사,가맹점 및 제휴·위탁 서비스,2024-01-18~2027-01-17
ISMS-P,ISMS-P-KISA-2024-002,주식회사 엔씨,plaync 게임서비스 운영,2024-01-17~2027-01-16
ISMS-P,ISMS-P-KISA-2024-001,한국공항공사,사이버포탈 및 고객의 소리(VOC),2024-01-17~2027-01-16
ISMS,ISMS-KISA-2024-008,고신대학교복음병원,의료정보시스템(EMR) 및 홈페이지 서비스 운영,2024-01-17~2027-01-16
ISMS,ISMS-KISA-2024-007,(주)신세계아이앤씨,온라인 교육 서비스 운영 (SSGEDU),2024-01-17~2027-01-16
ISMS,ISMS-KISA-2024-006,줌인터넷 주식회사,인터넷 포털 서비스 운영(줌인터넷),2024-01-17~2027-01-16
ISMS,ISMS-KISA-2024-005,테크빌교육(주),"온라인 교육 서비스 및 교사지원 플랫폼, 교구쇼핑몰 운영(정보통신망법 제47조의7에 따른 인증의 특례)",2024-01-17~2027-01-16
